kind,source_id,external_notice_id,title,issuer,posted_at,deadline,key_conditions,detail_url,status,conflicts,extraction_failures
NEW,bizinfo,PBLN_000000000126544,[경북] 포항시 2026년 3차 포항 벤처기업육성촉진지구 활성화사업 참여기업 모집 공고,경상북도,2026-09-16,2026-09-30,□지원대상 | w 신청서류 바탕으로 자격요건 등 사전 검토 | 3. (서식 제3호) 신청자격 적정성 확인서,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126544,NEW/UPDATED,,공고요지001.pdf: image-only PDF: no extractable text (OCR disabled)
NEW,bizinfo,PBLN_000000000126543,[전북] 2026년 전북특별자치도 유망중소기업 선정계획 공고,전북특별자치도,2026-09-16,2026-09-29,"◦ 귀하의 개인정보는 전북특별자치도의 “유망중소기업 선정”과 관련하여 지원
대상 선정과정(추천제외사유 조회 등 선정과정 일체) 및 노사분규 및  | ◦귀하의개인정보는전북특별자치도의“유망중소기업선정”과관련하여지원
대상선정과정(추천제외사유조회등선정과정일체) 및노사분규및임금",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126543,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126542,2026년 창업-BuS x Station C 배치프로그램 2차 참여기업 모집 공고,강원특별자치도,2026-09-16,2026-09-29,"□ 지원대상: 초기 투자유치를 희망하는 개인 또는 법인 창업기업, Station C 보육 유망기업 | □ 지원자격: 하기 항목 ’모두‘ 충족 | - 지원대상: 사업 선정기업 중 오프라인 교육 수료기업",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126542,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126541,2026년 랩온어칩 생산시설 활용기업 발굴 및 활용계획 접수 공고(디지털 랩온어칩 실용화플랫폼 구축사업),강원특별자치도,2026-09-16,2026-10-08,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126541,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126540,[경북] 청도군 2026년 하반기 착한가격업소 지정 모집 공고,경상북도,2026-09-16,2026-10-16,"2. 신청대상
:",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126540,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126539,[경북] 영천시 2026년 스타기업 선정계획 공고,경상북도,2026-09-16,2026-10-06,"◦ 신청대상 : 중소기업(영천시 내 본사 소재) | 자격요건을 충족한 기업을 대상으로 정량평가 및 현장심사, 정성평가를 | ◦ 신청업체(자격요건 충족 기업) 현장 심사: 2026년 10월 중",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126539,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126538,2027년 스마트공장 구축지원사업 주관기관 모집 공고,중소벤처기업부,2026-09-16,2026-10-13,(신청자격) | (신청자격) | 신청자격,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126538,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126537,[경북] 영천시 2026년 기업 환경 개선 사업 모집 공고(영천여성새로일하기센터),경상북도,2026-09-16,2026-10-02,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126537,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126536,[경북] 김천시 2026년 이달의 기업 선정계획 공고,경상북도,2026-09-16,2026-10-02,라. 선정대상 :,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126536,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126535,2026년 권역별 선도서점 육성 사업 컨설팅(경영ㆍ마케팅ㆍ디지털) 참여서점 추가 모집 공고,문화체육관광부,2026-09-16,,지원대상堺아래堺가지堺조건堺모두堺충족 | 지원대상堺요건을堺충족하며堺본堺사업堺선정위원회를堺통해堺선정된堺서점堺약堺 | : 지원대상에堺해당되는堺지역서점본堺공고문堺페이지堺참조,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126535,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126534,[경북] 김천시 2026년 4차 사회적경제기업 행사참여지원사업 참여기업 모집 공고,경상북도,2026-09-16,2026-09-21,다. 지원대상 : 2026년 지자체 및 공공기관에서 주최 또는 주관하는 국내 행사‧박람회 등에 판촉 및 홍보 활동을 위해 참가 예정인  김천시  | 라. 제외대상 : 다음 중 어느 하나라도 해당하는 경우,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126534,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126533,[경북] 김천시 2026년 4차 사회적경제기업 컨설팅지원사업 참여기업 모집 공고,경상북도,2026-09-16,2026-09-21,다. 지원대상 : 김천시 소재 | 라. 제외대상 : 다음 중 어느 하나라도 해당하는 경우 | 컨설턴트(개인) 자격요건,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126533,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126532,[경북] 포항시 2026년 우리동네 맑은공기 패키지 지원사업 공고,경상북도,2026-09-16,,2. 지원대상 및 조건 | ❍ (지원대상) | 역조합은지원대상에포함,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126532,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126531,2026년 3차 ICT 비즈니스 파트너십(중동) 참가기업 모집 공고,과학기술정보통신부,2026-09-16,2026-10-12,"ㅇ 지원대상 : ICT, AI 분야 중소·중견 기업 7개 사 내외 | ㅇ 지원대상 : ICT, AI 분야 중소·중견 기업 7개 사 내외",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126531,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126530,2026년 요르단 특수전 전시회(SOFEX 2026) 한국 방산홍보관 참가기업 모집 공고,산업통상부,2026-09-16,2026-09-30,ㅇ 대상 : 방산·치안·보안 분야 수출 희망 기업 00개사,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126530,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126529,2026년 코리아 핀테크 위크 전시 참가기업 모집 재공고,금융위원회,2026-09-16,2026-09-23,"ㅇ 모집대상:「코리아 핀테크 위크 2026」전시부스 중 금융관, 협력관(독립) 희망 기업",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126529,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126528,[경기] 부천시 2026년 중소기업 지식재산 지원 사업 참여 기업 추가모집 공고,경기도,2026-09-16,,〇 사업대상 : 본사 또는 공장이 부천시에 소재한 중소기업 | 〇 지원대상 : 2026. 1. 1. 이후 국내외 산업재산권 출원‧등록 완료 건 | 〇 전년도 지원 대상 선정 후 포기 기업,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126528,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126527,[경남] 함양군 2026년 3차 중소기업 및 소상공인 채용장려금 지원사업 참여업체 모집 공고,경상남도,2026-09-16,2026-09-30,4. 지원대상 : | 7. 신청자격 | □ 참여근로자 (지원대상 근로자),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126527,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126526,[제주] 2026년 2차 도내 관광사업체 중심 제주 상품 홍보마케팅 지원 공고,제주특별자치도,2026-09-16,2026-09-21,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126526,NEW/UPDATED,,도내_관광사업체_중심_제주_상품_홍보마케팅_지원_사업_공고_2차_.pdf: image-only PDF: no extractable text (OCR disabled)
NEW,bizinfo,PBLN_000000000126525,2026년 울산 스타트업 페스타(USF) TOP 5 참가자 모집 공고,울산광역시,2026-09-16,2026-10-07,◦ 참가자격 : 공고일 기준 창업일로부터 7년이 경과하지 않은 기술형 창업기업(지역제한 없음),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126525,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126524,[제주] 2026년 2차 도내 여행업계 중심 제주 상품 홍보마케팅 지원 공고,제주특별자치도,2026-09-16,2026-09-21,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126524,NEW/UPDATED,,도내_여행업계_중심_제주_상품_홍보마케팅_지원_사업_공고_2차_.pdf: image-only PDF: no extractable text (OCR disabled)
NEW,bizinfo,PBLN_000000000126523,2026년 베트남 해양에너지 파트너링 사업 참가기업 모집공고(조선ㆍ해양 분야),산업통상부,2026-09-16,2026-09-30,◦신청대상 : 베트남 진출 희망 조선·해양 산업분야 국내기업,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126523,NEW/UPDATED,,_참가신청서_2026_베트남_해양에너지_파트너링_사업_참가신청서.xlsx: unsupported or unrecognized type for '_참가신청서_2026_베트남_해양에너지_파트너링_사업_참가신청서.xlsx' (sniffed=zip)
NEW,bizinfo,PBLN_000000000126522,2026년 베트남 해양에너지 파트너링 사업 참가기업 모집 공고(에너지ㆍ전력),산업통상부,2026-09-16,2026-09-25,◦신청대상 : 베트남 진출 희망 에너지·전력산업 분야 국내기업,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126522,NEW/UPDATED,,2._참가신청서_2026_베트남_해양에너지_파트너링_사업_참가신청서.xlsx: unsupported or unrecognized type for '2._참가신청서_2026_베트남_해양에너지_파트너링_사업_참가신청서.xlsx' (sniffed=zip);2._참가신청서_2026_베트남_해양에너지_파트너링_사업_참가신청서_1_.xlsx: unsupported or unrecognized type for '2._참가신청서_2026_베트남_해양에너지_파트너링_사업_참가신청서_1_.xlsx' (sniffed=zip)
NEW,bizinfo,PBLN_000000000126521,제24회 전주국제발효식품엑스포 참가기업 4차 추가모집 공고,전북특별자치도,2026-09-16,2026-09-30,◦지원대상 : 발효식품 및 발효관련 제품을 제조 생산하는 기업 및 기관,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126521,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126520,2026년 동남권 중소 여행사 해외판로 개척 지원사업 참여기업 모집 공고,국토교통부,2026-09-16,2026-09-25,❑ 지원자격 : 지원유형별 상이 | ❑ 지원자격 :,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126520,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126519,[전북] 2026년 전북상품 MD 초청 상담회 참여기업 모집 공고,전북특별자치도,2026-09-16,2026-09-28,"❍ 신청자격 : 신선식품류, 가공식품류 및 기타 소비재(생활용품·뷰티제품 등)를",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126519,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126518,[전북] 2026년 전북사회적경제혁신타운 메가쇼 시즌2 참여기업 모집 공고,전북특별자치도,2026-09-16,2026-09-27,- 모집대상 : 도내 사회적경제기업,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126518,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126517,[경남] 김해시 2026년 하반기 소상공인 육성자금 지원계획 공고,경상남도,2026-09-16,,3. 지원대상 : 김해시에 사업장을 두고 사업자등록을 한 소상공인 | ※ 특별지원(2년간 연 3% 이차보전) 대상: | ▶ 비대면 보증 신청 대상 : 개인사업자 또는 법인사업자,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126517,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126516,2026년 2차 통일형 예비사회적기업 지정계획 공고,통일부,2026-09-16,2026-10-08,지원 금액이 통일형 재정지원사업 금액을 초과하는 경우에는 지원대상에서 | - 교육대상 : 예비사회적기업 대표 또는 임원 | 지원 금액이 통일형 재정지원사업 금액을 초과하는 경우에는 지원대상에서,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126516,NEW/UPDATED,listing_deadline=2026-10-08 vs body_deadline=2024-09-14,
NEW,bizinfo,PBLN_000000000126515,[대구] 2026년 2차 예비사회적기업 지정계획 공고,대구광역시,2026-09-16,2026-10-08,- (예비)사회적기업 대상 재정지원사업 참여자격 부여,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126515,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126514,[경기] 성남시 2026년 산업혁신기반구축사업 피지컬AI기업 글로벌 진출 컨설팅 지원 모집 공고,경기도,2026-09-16,2026-09-30,□ 지원대상 : 공고일 기준 본사가 성남시에 소재한 피지컬AI 관련 중소·벤처기업 | □ 신청자격,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126514,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126513,[경남] 2026년 산업안전 AI 스마트공장 구축 지원사업 추가 공고,경상남도,2026-09-16,2026-09-30,"◦(지원 대상) AI 스마트공장 구축을 희망하는도내 4개 시(창원, 진주, | 2. 신청자격 및 기간·방법 등 | □ 신청 자격",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126513,NEW/UPDATED,,첨부_파일_모음.zip: unsupported or unrecognized type for '첨부_파일_모음.zip' (sniffed=zip)
NEW,bizinfo,PBLN_000000000126512,[경남] 2026년 스마트공장 기초구축 지원사업 추가모집 공고,경상남도,2026-09-16,2026-09-30,◦(지원 대상) 도내 중소·중견기업 중스마트공장 구축이 필요한 | □신청 자격 | ◦(지원 제외 사항) 아래 사항에 해당하는 경우에는 지원 대상에서 제외,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126512,NEW/UPDATED,,3._SW개발비_사업비_산출내역서_기업명.xlsx: unsupported or unrecognized type for '3._SW개발비_사업비_산출내역서_기업명.xlsx' (sniffed=zip)
NEW,bizinfo,PBLN_000000000126511,2026년 포천시 국가기술거래플랫폼서비스사업 기술이전 및 사업화 지원 모집 공고,경기도,2026-09-16,2026-09-29,지원대상: | 공통자격요건 | 추가자격요건,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126511,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126510,[경북] 2026년 흥해라 신라난전 참여 소상공인 모집 연장 공고,경상북도,2026-09-16,2026-09-18, 모집대상 : 경상북도 22개 시·군에 소재한 소상공인(사업자등록증기준) 및 지역 주요 상권(자율상권 등),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126510,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126509,2026년 대구글로벌게임센터 게임콘텐츠 글로벌 상용화 지원사업 참가기업 모집 공고,대구광역시,2026-09-16,2026-09-28,"가. 지원대상 | 1) 서류적합성 검토: 자격요건 적격여부, 필수서류 제출, 원본 날인 등 서류검토",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126509,NEW/UPDATED,listing_deadline=2026-09-28 vs body_deadline=2026-12-15,
NEW,bizinfo,PBLN_000000000126508,[부산] 신평ㆍ장림 2026년 4차 스마트그린 산업단지 스마트제조 고급인력 양성사업 기업지원 모집 공고,부산광역시,2026-09-16,2026-09-23,"□ 지원대상 : 신평·장림 산업단지 내 사업장 소재 기업 | □ 지원자격 : [서식4] 신청자격 적정성 목록 확인 | 지원대상 제품/서비스 사양, 현 상황, 애로사항,",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126508,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126507,2026년 중소기업 특성화고 인력양성사업 참여기업 모집 공고,중소벤처기업부,2026-09-16,2026-11-30,,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126507,NEW/UPDATED,,특성화고_일반기업_홍보물.pdf: image-only PDF: no extractable text (OCR disabled)
NEW,bizinfo,PBLN_000000000126506,2026년 한수원 우문현답 현장 클리닉센터 지원사업 원전ㆍ에너지 분야 선택형 과제 참여기업 모집 공고,기후에너지환경부,2026-09-16,2026-10-08,지원대상 및 요건 | □(지원대상) 한수원협력기업및원전․에너지(신재생에너지포함) 공급망 | [별첨1] 지원대상유형중1개이상에해당하는기업,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126506,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126505,2026년 제2회 반려동물 창업 아이디어 경진대회 참가자 모집 공고,부산광역시,2026-09-16,2026-10-09,참가대상 :,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126505,NEW/UPDATED,,2026_제2회_반려동물_창업_아이디어_경진대회_포스터.pdf: image-only PDF: no extractable text (OCR disabled)
NEW,bizinfo,PBLN_000000000126504,2026년 3차 메카노바이오활성소재 혁신의료기기 실증 기반구축 생물학적 시험평가인증 지원사업 공고(산업혁신기반구축사업),산업통상부,2026-09-16,,□ 지원대상 : 의료기기 전·후방 산업군에 해당하는 전국의 중소‧중견기업,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126504,NEW/UPDATED,,
NEW,bizinfo,PBLN_000000000126503,[경기] 화성시 2026년 2차 미래 모빌리티 테스트베드 실증지원 사업 참여기업 추가모집 공고,경기도,2026-09-16,2026-10-19,"□ (지원대상) 아래 항목을 모두 충족하는 기업 | ❍ 제출 서류 기반 적정성 및 자격요건, 누락사항 등 사업담당자 검토 | 신청자격",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000126503,NEW/UPDATED,,
